slice,filepath,duration_s,window_s,audio_fraction
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake_encoded/encodec3/fake_10961_suno_1.mp3,96.99047619047619,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_24632.mp3,261.0,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake_encoded/lac2/fake_09771_suno_1.mp3,80.0043537414966,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/musika/real_13333.mp3,222.1859410430839,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/lac2/real_10328.mp3,224.20027210884354,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake_encoded/griffin512/fake_10706_suno_0.mp3,80.0,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_31908_udio_0.mp3,32.8106875,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_19636.mp3,228.850875,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_26256_udio_1.mp3,32.8106875,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_01352_suno_0.mp3,172.68,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_15725_suno_0.mp3,120.0,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_31121_udio_0.mp3,32.8106875,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/lac2/real_00217.mp3,313.6783673469388,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_27707.mp3,284.381375,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/encodec3/real_11945.mp3,189.65986394557822,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/musika/real_07286.mp3,251.16444444444446,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/griffin256/real_01149.mp3,332.97,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_13563.mp3,225.1469375,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/musika/real_07463.mp3,352.21768707482994,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake_encoded/encodec6/fake_10553_suno_0.mp3,120.69659863945579,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_20590_suno_0.mp3,216.28,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_16071.mp3,178.28575,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real_encoded/lac7/real_02272.mp3,225.38448979591837,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake/fake_17154_suno_1.mp3,120.0,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_real/real_11365.mp3,167.9733125,30,1.0
sonics_val,/home/jovyan/Thesis/Code/data/sonics_fake_encoded/griffin512/fake_01598_suno_0.mp3,223.72,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec24/000/000209.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_real/135/135339.mp3,29.976575963718822,30,0.9992191987906274
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec24/092/092554.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin512/003/003708.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/105/105721.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac7/057/057500.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec3/032/032066.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec3/084/084830.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/musika/003/003560.mp3,29.738956916099774,30,0.9912985638699925
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/095/095675.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/096/096757.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec3/052/052405.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec6/060/060599.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/017/017130.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/013/013761.mp3,30.0,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/004/004500.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin512/063/063191.mp3,30.0,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec24/059/059044.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/072/072728.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec3/052/052361.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec6/037/037960.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_real/071/071822.mp3,29.976575963718822,30,0.9992191987906274
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/067/067470.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin512/066/066538.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/037/037787.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_real/068/068551.mp3,30.00269841269841,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/musika/130/130855.mp3,29.738956916099774,30,0.9912985638699925
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/105/105196.mp3,30.0,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/023/023885.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/054/054162.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/113/113824.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin256/009/009608.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/griffin512/033/033223.mp3,29.97,30,0.999
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/074/074391.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac7/047/047769.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/015/015094.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/108/108150.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec6/126/126410.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec24/110/110647.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/033/033305.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_real/111/111704.mp3,29.976575963718822,30,0.9992191987906274
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac2/125/125593.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/081/081802.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/124/124154.mp3,30.005986394557823,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/musika/050/050956.mp3,29.738956916099774,30,0.9912985638699925
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/encodec6/142/142378.mp3,30.182312925170066,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac7/056/056696.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_real/138/138212.mp3,30.00269841269841,30,1.0
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac14/007/007481.mp3,29.98857142857143,30,0.9996190476190476
fma_test,/home/jovyan/Thesis/Code/data/fma_encoded/lac7/127/127327.mp3,29.98857142857143,30,0.9996190476190476
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/CEJXvm2vH_4.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/KhXcEu7r6m8.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/tAdNaRRFFXg.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/K1PzpuR6CqY.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/Ac4M-EkdkDs.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/5Tq56BN8PCQ.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/vvfs2TUj-D4.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/zGONTDY_rNM.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/BVt8RgNrwbQ.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/RneRJ5ZnHlE.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/JD9LYReBGXU.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/w6MtzUCl4vM.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/icomsHXY8YA.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/5bsUYmXIgMA.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/-dVgUSrR8g4.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/z6SNngkMAug.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/R0b3pU4AKNc.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/0-7PyzhzuYQ.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/tOb0M2k3deo.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/dNK9bD3LNCc.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/GjE_iD2BbFg.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/RneRJ5ZnHlE.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/VP1cB_AVu6c.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/nAKUDXMeWeQ.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/QqRrZzOY2xw.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/G18Nt0ZeEJQ.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/tWwvTUm9RXs.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/8NIxqHJrL68.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/xUmMfewERLg.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/mLaon9oK1OA.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/MiWskwqOMrg.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/bl-eQ8XD5CY.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/Vi2posMLsrg.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/9zW-E0XdWdw.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/cMhajmOBr0c.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/Aky0DF507fw.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/mOFyRCMlXIo.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/b8cgQBzBXi8.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/CrjSYvGWusQ.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/VpIhbDN58mA.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/UHvYrO1IGCc.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/-tKZOl4q1Kw.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/pIwn0udLJXI.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/RUUZzoeVrK4.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/MusicGen_medium/7J6U-HE3Lko.wav,10.18,30,0.3393333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/FI_Dl0Cmd38.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/stable_audio_open/_XrolyeJXDw.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/musicldm/ctJI7pCbxAo.wav,10.0,30,0.3333333333333333
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/mustango/e9ptOl22Duc.wav,10.242,30,0.34140000000000004
fmc_natural,/home/jovyan/Thesis/Code/data/fmc/audioldm2/sgVqMKtUMsA.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/iQ7qeIrssds.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/audioldm2/IL1n6jzABVw.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/MusicGen_medium/ChyayWIp_vU.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/G4fTKotMoWI.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/MusicGen_medium/KnZeEWVHaLc.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/99ZgIQwLC60.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/audioldm2/Jcd63Ev7JXA.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/KxUcwQ5BEBk.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/-ByoSbgzr4M.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/WhNun_U3cRU.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/JFJuEOZx1K4.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/tOb0M2k3deo.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/whIj6mrUGzQ.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/Brc_nOquNbY.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/UhcoWyEQwBI.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/XWj7nP7kfdQ.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/P1Vxm_ICSG0.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/3HtfWSbmuAc.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/6Ig6zwBn4b4.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/audioldm2/liuCTk2nPG8.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/6J3X0whM_-4.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/d6-bQMCz7j0.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/audioldm2/dsf3agfkJDY.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/1bSP4wLfMpA.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/MusicGen_medium/asT8yaJPP1s.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/audioldm2/CKEPPcaCjbw.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/ChyayWIp_vU.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/MusicGen_medium/HyyHwIK9SSI.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/sETUDPPoDuo.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/Xaq-segSEsQ.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/audioldm2/aNJEh3_Vmps.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/_3OlK_1yQOk.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/zD4PXuUkwsc.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/audioldm2/jOkHEMsCCFc.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/wDpz90boBzU.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/_n3r2inlqBc.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/swIXVQtP_TI.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/oXBGZoBYaLY.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/MusicGen_medium/KV99GJg0tvA.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/0Gxn9FtaJFc.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/MusicGen_medium/fwXh_lMOqu0.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/MusicGen_medium/RUUZzoeVrK4.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/MusicGen_medium/_3OlK_1yQOk.wav,10.18,30,0.3393333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin256/audioldm2/AnErEDywInE.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec24/audioldm2/Hn46VuvS88Y.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/audioldm2/LFYRuK8YstI.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/griffin512/audioldm2/OI7S7vaBT4I.wav,10.0,30,0.3333333333333333
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/audioldm2/7chwYGGSkmE.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec6/MusicGen_medium/vnwKpQeza3A.wav,10.78639455782313,30,0.359546485260771
fmc_encoded,/home/jovyan/Thesis/Code/data/fmc_encoded/encodec3/MusicGen_medium/Ac4M-EkdkDs.wav,10.78639455782313,30,0.359546485260771
